pct_employed_head,avg_monthly_income_php,pct_with_access_to_electricity,pct_with_safe_water_access,pct_with_sanitary_toilet,net_enrollment_rate,pct_permanent_house_material,pct_underemployed_or_informal,avg_family_size,pct_completed_secondary_education,income_level
86.58,36792.32,92.41,91.14,86.51,99.0,71.73,16.41,3.23,66.94,Level 3
37.93,16629.9,44.83,53.53,48.32,66.66,17.7,50.75,5.83,32.24,Level 2
58.59,25199.7,72.16,72.83,72.15,76.46,53.25,24.21,5.22,48.17,Level 2
47.56,15894.05,76.35,50.41,51.78,70.5,31.74,51.83,5.9,44.17,Level 1
65.42,35865.2,93.23,90.04,88.98,80.53,63.69,24.61,3.87,77.58,Level 3
54.02,9599.13,54.82,50.35,32.36,81.65,15.74,53.08,6.33,28.31,Level 1
35.66,21718.22,67.46,66.97,52.72,77.49,51.95,46.27,5.96,45.22,Level 2
82.77,34693.71,82.14,100.0,89.11,97.92,79.07,6.87,4.58,71.79,Level 3
42.67,15649.28,67.28,70.08,54.81,72.27,54.92,27.79,6.6,29.41,Level 1
66.57,27923.01,72.49,61.83,59.42,71.55,57.24,26.12,5.24,34.8,Level 2
50.24,16603.99,74.84,59.75,72.47,70.78,53.71,58.63,5.78,24.25,Level 1
47.05,14834.37,58.42,51.69,60.55,71.1,36.84,43.89,6.22,37.48,Level 1
70.09,49046.9,97.14,87.41,90.95,88.88,91.64,14.93,4.59,79.81,Level 3
66.84,30690.23,100.0,92.68,76.82,81.31,62.16,30.2,3.16,74.76,Level 3
60.57,23337.66,83.29,77.38,77.43,81.22,53.89,26.47,5.44,49.46,Level 2
44.59,20557.79,72.18,79.17,55.69,72.39,58.86,19.89,4.86,58.89,Level 1
47.65,19384.81,91.59,57.8,60.03,76.48,56.75,29.9,5.0,38.18,Level 2
60.37,19340.0,70.81,51.69,66.22,79.4,43.56,33.21,4.77,52.48,Level 2
63.6,34937.09,93.7,88.21,85.64,88.31,87.62,28.91,5.16,87.02,Level 3
84.56,39627.89,100.0,75.87,92.45,99.0,67.59,7.33,4.39,73.7,Level 3
95.0,41153.27,94.41,86.89,100.0,93.39,79.13,4.31,3.76,70.81,Level 3
66.96,38905.55,86.62,78.9,77.57,83.27,69.67,21.8,4.8,66.7,Level 3
69.46,31356.57,79.7,75.11,70.75,86.29,52.9,36.69,4.84,72.35,Level 3
48.0,14441.8,58.12,64.04,52.13,74.9,39.97,51.1,6.18,38.22,Level 1
66.52,43965.75,90.55,74.11,97.29,99.0,82.37,15.7,5.26,68.65,Level 2
54.21,29555.85,81.95,89.41,66.61,83.28,46.19,19.21,4.06,69.28,Level 2
55.37,28255.48,86.82,79.1,77.26,89.23,49.78,29.21,5.07,63.39,Level 3
68.78,32479.54,76.84,86.79,89.77,85.18,71.1,16.33,4.51,69.23,Level 3
59.43,25284.9,67.05,49.72,59.28,86.39,65.11,33.39,5.02,62.64,Level 2
26.83,10695.51,53.2,53.33,62.85,70.33,37.33,47.25,6.17,22.22,Level 1
85.41,43065.78,88.72,98.0,97.72,92.9,77.44,9.38,5.12,93.49,Level 2
56.78,29744.0,88.39,75.33,79.26,72.46,71.11,20.27,4.8,63.06,Level 3
55.82,12274.48,70.59,60.11,46.92,80.83,36.24,53.2,5.1,33.9,Level 1
47.47,23535.2,83.93,57.63,57.13,71.66,44.74,30.5,6.24,40.37,Level 2
57.04,23370.3,71.08,72.11,76.27,82.36,41.1,34.09,4.66,34.49,Level 2
68.95,30377.13,91.09,92.26,72.42,93.3,52.5,31.48,3.56,61.37,Level 3
65.48,25292.92,84.68,79.98,81.54,76.0,50.86,35.59,4.81,71.37,Level 2
65.46,29096.61,74.34,77.88,72.72,86.58,52.68,34.32,5.33,52.25,Level 2
61.14,20316.29,85.29,75.82,55.73,79.72,45.41,39.09,5.54,60.25,Level 1
74.3,26016.05,81.39,44.21,66.42,98.25,75.71,29.58,5.0,60.57,Level 3
43.33,17199.29,59.96,55.15,51.33,68.93,46.22,47.84,5.79,47.44,Level 1
46.63,15030.37,64.42,40.79,53.55,66.98,38.85,48.14,4.57,42.77,Level 1
41.09,19608.09,61.92,54.46,46.65,73.37,10.0,67.69,6.04,15.21,Level 1
52.23,18979.85,71.38,68.02,67.73,85.47,60.53,51.27,5.78,46.2,Level 2
76.33,36368.82,89.69,61.65,88.95,72.22,48.44,22.94,4.96,62.83,Level 3
40.36,8222.3,48.65,37.95,45.15,70.11,26.69,57.5,6.87,28.25,Level 1
58.89,20342.4,83.1,68.89,54.1,82.24,38.08,43.01,6.01,48.87,Level 1
61.95,28228.45,73.78,67.25,76.97,80.77,66.66,33.6,5.63,55.37,Level 2
70.14,25943.26,74.36,82.63,66.96,93.71,47.61,23.88,4.74,51.8,Level 2
66.96,40959.49,100.0,89.92,91.53,92.5,81.77,19.3,4.83,65.03,Level 3
39.11,11049.19,58.84,39.93,49.71,65.16,65.34,38.66,7.08,30.77,Level 1
34.84,7576.75,53.09,45.6,25.63,61.64,34.78,58.85,7.79,27.77,Level 1
87.76,40922.26,93.0,100.0,85.91,99.0,75.89,5.19,4.71,59.08,Level 2
68.04,29196.26,77.87,69.16,76.71,86.54,75.69,23.29,5.3,60.06,Level 2
49.78,6962.85,70.83,47.53,46.17,59.58,17.63,64.16,5.98,25.66,Level 1
70.05,26894.2,88.43,69.52,78.54,88.61,70.04,21.19,5.64,65.99,Level 3
61.43,27006.32,90.42,63.02,84.35,91.16,61.47,34.83,5.55,58.86,Level 2
44.63,37350.0,87.19,83.91,79.85,76.79,88.88,20.2,4.97,69.18,Level 2
62.58,26714.0,66.67,78.62,95.01,77.56,65.29,22.72,6.07,34.34,Level 2
51.68,25163.48,78.1,59.9,60.62,77.86,64.05,31.54,5.17,39.86,Level 2
39.12,16253.37,53.63,45.06,38.85,69.12,15.82,57.25,6.84,23.91,Level 1
40.88,17031.74,74.25,62.27,51.24,74.87,52.88,48.01,6.43,46.49,Level 1
38.34,18750.8,75.52,66.4,43.9,83.02,33.75,40.37,4.82,28.88,Level 1
57.7,28650.91,88.28,77.45,59.58,69.05,58.63,35.58,5.55,49.16,Level 2
58.8,33734.99,74.57,78.13,79.11,83.73,94.56,17.18,4.89,88.14,Level 3
70.17,35914.64,80.24,93.16,79.59,99.0,83.92,2.0,4.5,80.91,Level 3
41.1,9305.11,53.62,43.73,47.57,65.3,10.0,57.48,7.1,26.64,Level 1
66.0,30952.92,79.31,90.43,68.29,83.03,73.97,37.98,3.65,68.18,Level 3
63.99,21050.86,73.85,77.66,50.51,82.81,69.94,35.47,7.2,48.77,Level 2
63.99,20591.89,63.19,58.64,37.98,76.25,43.82,31.43,4.75,57.41,Level 2
63.19,29676.57,78.17,78.53,76.45,78.62,67.61,24.77,5.18,41.82,Level 2
68.31,28283.76,78.29,71.24,84.07,80.03,60.67,24.37,5.12,84.39,Level 2
84.36,38570.49,100.0,100.0,84.22,92.95,94.84,2.0,3.8,57.81,Level 3
45.08,12201.82,67.64,60.78,76.75,66.85,30.33,43.58,5.52,47.54,Level 1
69.16,22994.93,66.39,51.29,66.65,78.23,53.15,25.44,5.26,60.97,Level 2
61.15,25199.53,67.32,72.24,66.98,64.42,66.04,54.71,5.55,36.06,Level 1
33.93,11058.54,45.79,52.76,45.92,64.01,15.67,51.22,5.78,44.96,Level 1
37.28,8444.34,50.31,52.65,40.79,61.91,41.68,48.1,6.44,36.38,Level 1
68.5,33487.33,78.23,82.7,80.44,92.04,73.93,20.17,4.46,67.89,Level 3
55.14,23169.07,74.13,58.42,64.09,78.45,66.36,23.96,5.95,52.99,Level 2
36.15,22465.59,78.4,74.42,69.32,76.79,48.69,54.99,4.51,43.45,Level 2
78.97,42470.9,96.28,78.61,79.07,88.28,70.9,22.21,3.89,73.51,Level 3
58.55,25939.21,80.78,80.08,83.33,75.58,67.82,12.63,5.08,53.61,Level 2
50.87,15049.98,51.89,60.07,42.41,56.89,37.05,46.48,5.39,25.42,Level 1
54.7,22002.59,74.05,59.26,48.11,88.95,81.45,30.96,5.18,52.01,Level 2
33.89,6487.18,56.3,51.0,40.03,61.89,18.32,61.76,6.27,25.52,Level 1
58.91,39639.05,72.55,62.11,65.57,74.04,53.52,38.11,5.91,61.01,Level 2
51.23,12997.91,53.44,54.27,58.75,76.37,46.22,63.84,5.85,36.4,Level 1
52.1,20399.71,57.38,68.84,55.68,80.97,33.03,53.23,4.42,27.66,Level 1
58.09,14704.49,65.03,74.13,54.01,69.03,36.12,44.67,5.65,35.31,Level 1
54.88,15343.7,56.0,48.42,68.34,67.31,35.97,41.52,5.08,32.25,Level 1
62.73,28844.07,84.48,83.61,81.44,94.42,62.18,26.99,5.84,55.22,Level 2
52.68,16815.01,68.31,61.39,51.69,72.52,40.46,42.22,5.93,21.1,Level 1
59.58,24978.73,85.56,56.8,80.04,98.9,53.54,29.56,5.19,47.89,Level 2
34.09,12991.51,55.36,49.26,54.94,56.87,38.45,43.54,6.1,28.89,Level 1
70.55,31405.94,91.93,64.45,80.51,83.4,70.22,23.62,4.42,58.66,Level 3
78.8,40561.64,84.46,75.7,84.21,73.97,76.91,29.87,4.03,62.36,Level 2
51.3,22029.89,81.57,69.71,55.28,83.39,57.36,41.91,4.84,41.9,Level 2
52.16,19648.63,72.1,62.12,69.73,67.61,38.03,29.3,5.91,65.87,Level 1
55.58,21352.75,65.27,71.9,71.58,64.74,59.1,13.82,4.98,38.52,Level 2
31.75,18908.75,53.68,38.53,44.34,67.91,43.55,53.91,6.73,38.54,Level 1
77.68,32761.83,99.78,88.07,100.0,90.8,73.62,5.99,3.5,73.63,Level 3
31.79,8283.15,55.95,57.13,45.94,59.41,13.8,52.87,6.55,42.55,Level 1
25.61,7632.44,65.51,38.93,53.99,72.03,18.11,69.62,5.92,39.64,Level 1
66.22,29648.14,75.6,76.06,86.96,73.83,59.15,10.82,5.36,73.49,Level 3
57.16,17505.27,63.48,53.81,58.58,72.06,44.81,57.83,5.34,38.41,Level 1
41.6,17623.55,52.78,60.28,78.97,73.4,41.68,51.91,5.66,24.78,Level 1
32.96,20099.92,57.23,52.43,62.04,73.43,41.45,42.08,5.65,38.7,Level 1
73.33,29037.14,64.92,54.97,54.56,81.18,32.41,45.36,6.06,56.25,Level 1
51.06,33248.89,86.53,81.35,84.21,75.91,73.28,6.91,4.84,70.57,Level 3
60.87,32445.47,82.56,76.47,76.94,81.22,57.34,26.94,5.17,62.97,Level 3
70.93,43270.24,88.96,68.33,94.83,88.41,68.67,5.77,4.62,76.38,Level 3
80.93,36975.71,98.66,81.24,95.23,94.1,96.91,2.0,4.19,66.07,Level 3
37.84,5940.83,55.0,53.19,35.34,65.28,33.56,56.79,6.27,25.24,Level 1
51.43,13828.86,60.53,55.78,62.31,73.43,32.66,60.07,5.64,42.94,Level 1
83.63,33419.15,89.82,82.38,86.85,86.24,94.01,18.66,4.6,68.59,Level 3
27.36,14461.27,76.76,60.45,52.78,80.0,35.43,39.2,6.13,54.69,Level 1
81.57,32919.72,83.24,77.01,68.41,90.88,82.16,19.41,4.16,56.0,Level 3
61.99,27040.61,88.19,72.99,87.13,81.59,54.39,18.04,4.28,68.63,Level 2
31.84,27186.64,70.81,62.58,61.36,76.08,40.72,50.53,4.77,64.44,Level 2
71.77,33602.42,90.01,93.25,88.82,94.74,74.04,17.16,5.5,63.43,Level 3
42.09,21784.75,67.0,49.01,61.8,68.89,52.67,35.73,4.88,35.03,Level 1
64.48,33446.62,94.89,77.06,71.15,87.12,72.69,36.97,5.08,61.15,Level 3
84.32,32606.89,86.23,88.23,78.15,83.38,90.33,2.0,4.54,61.52,Level 3
48.0,14318.98,64.68,57.3,47.97,73.91,49.75,53.21,5.99,37.2,Level 1
65.67,27180.33,70.23,83.37,69.91,77.31,60.92,24.15,5.42,54.3,Level 2
67.13,35500.71,90.21,76.56,93.5,98.77,87.46,10.91,4.78,80.02,Level 3
61.0,31788.87,96.79,82.21,80.85,89.47,76.53,15.73,5.82,63.47,Level 3
47.7,17218.42,58.28,43.03,45.48,67.52,31.7,54.1,5.76,25.3,Level 2
45.25,16006.13,61.22,56.15,57.01,72.33,44.04,45.47,5.68,32.91,Level 1
53.57,32604.99,76.28,90.32,91.7,89.68,68.68,28.26,4.34,66.54,Level 3
72.56,29815.05,87.89,83.83,81.86,84.3,47.29,17.66,3.92,67.08,Level 3
66.1,24432.76,85.33,68.13,79.43,83.97,69.37,13.83,4.95,67.87,Level 2
78.81,39198.17,90.85,83.03,90.5,79.69,54.94,2.0,4.06,85.59,Level 3
77.09,29982.22,82.87,93.55,76.46,82.8,61.31,19.55,4.57,70.18,Level 3
73.22,26200.71,84.01,83.34,77.87,79.29,44.57,32.48,6.51,59.53,Level 2
43.85,15536.93,65.94,49.9,50.12,69.85,17.58,55.68,4.87,31.75,Level 1
76.2,31623.77,81.0,88.97,82.67,81.65,65.98,19.3,4.74,73.21,Level 3
70.04,28650.73,86.05,62.54,68.69,89.11,72.53,34.86,3.64,66.2,Level 3
55.15,24797.26,78.25,70.23,77.74,86.44,52.17,22.97,5.59,67.43,Level 2
20.0,10733.77,61.39,52.8,51.0,78.06,18.7,62.63,6.65,35.7,Level 1
79.75,39255.24,100.0,95.36,100.0,99.0,98.0,2.0,4.78,88.72,Level 3
62.56,28792.06,83.55,59.61,61.75,84.33,52.72,18.75,5.51,67.27,Level 3
64.24,35290.52,84.4,95.89,86.7,95.35,67.36,7.83,3.48,84.19,Level 3
64.41,41357.91,97.63,94.87,86.92,99.0,80.36,2.0,4.19,95.46,Level 3
54.49,24290.7,58.44,62.72,66.7,76.63,58.36,46.72,5.15,69.57,Level 1
55.42,24140.97,81.7,60.69,58.6,83.49,59.95,32.77,5.08,66.52,Level 2
57.26,23521.15,90.66,51.02,83.8,86.05,24.22,33.93,4.5,58.59,Level 2
79.46,32589.63,78.01,90.34,83.48,89.35,67.23,14.26,5.27,67.36,Level 3
43.97,17336.05,71.68,57.43,57.01,81.38,41.09,55.35,5.98,30.78,Level 1
58.81,24122.03,60.38,58.11,60.31,79.49,59.22,54.15,5.58,50.8,Level 2
50.52,26046.8,75.33,69.36,61.02,85.78,57.92,44.62,6.18,42.78,Level 2
37.76,18262.44,66.08,52.22,73.42,61.04,31.59,26.44,6.01,51.13,Level 1
62.62,25469.51,74.68,78.32,64.83,82.1,71.2,28.5,4.0,76.5,Level 2
46.19,9566.61,49.9,48.85,54.07,68.67,25.67,52.95,5.73,23.78,Level 1
60.32,16959.59,69.83,58.31,48.84,79.08,62.68,37.55,6.18,31.43,Level 1
66.62,28547.13,79.46,72.84,51.99,82.34,60.5,35.37,5.84,66.15,Level 2
39.83,19283.37,67.13,64.88,48.91,67.51,42.24,47.78,5.46,46.69,Level 1
76.08,37514.9,94.57,83.99,79.04,82.01,78.17,11.85,3.56,66.08,Level 3
63.22,24973.23,73.78,86.34,63.19,86.82,47.3,42.81,5.23,62.61,Level 2
80.43,36476.79,91.19,93.02,86.46,99.0,94.83,2.17,4.26,75.14,Level 3
79.05,33166.96,84.49,94.8,77.52,78.89,57.21,24.79,4.43,81.31,Level 3
45.78,13468.79,57.0,65.03,60.17,71.67,39.14,49.22,5.44,22.92,Level 1
50.46,26543.04,75.84,68.08,71.81,84.21,60.24,18.31,5.95,67.12,Level 2
44.23,19216.54,70.73,50.08,50.24,67.83,34.95,41.15,6.06,48.53,Level 1
50.2,15038.65,62.96,57.14,57.12,78.08,36.29,22.06,5.02,43.63,Level 1
70.14,33339.53,90.32,90.98,74.37,75.59,55.21,12.95,5.37,78.04,Level 2
53.96,17816.16,79.92,58.06,54.47,81.84,36.58,34.56,5.47,52.93,Level 1
56.77,35896.06,70.34,63.66,63.26,75.24,35.26,37.63,6.79,37.69,Level 1
65.05,35291.86,87.13,73.29,81.51,79.18,80.56,19.3,4.85,61.78,Level 3
61.77,23012.96,90.28,74.78,62.51,84.87,57.42,37.21,4.96,49.24,Level 2
67.03,15707.18,53.77,59.76,62.2,69.75,50.17,35.62,5.67,22.42,Level 1
83.56,46915.33,89.45,93.46,93.23,95.58,93.55,17.91,4.58,82.59,Level 3
56.45,26012.53,78.22,75.5,67.93,81.62,55.54,27.77,5.06,72.5,Level 2
69.45,26194.37,63.73,67.51,61.73,76.22,77.18,31.97,4.08,67.82,Level 2
49.01,15214.58,53.33,50.55,76.43,65.31,46.28,34.09,5.37,29.6,Level 1
48.58,23029.49,67.17,70.48,61.39,73.64,48.26,34.46,5.39,63.79,Level 2
58.81,21023.19,72.15,56.83,47.76,68.64,41.96,40.17,5.55,50.76,Level 2
53.07,8186.08,57.44,39.23,39.82,65.21,28.9,54.39,5.28,42.65,Level 1
82.77,41192.7,85.06,76.02,98.34,82.2,60.44,28.88,4.4,77.54,Level 3
49.47,27352.73,79.88,79.58,87.49,87.49,53.94,14.17,4.73,60.06,Level 2
49.72,25034.58,71.03,34.11,52.39,73.36,37.83,37.88,4.87,49.84,Level 1
51.29,21907.89,78.8,73.08,65.48,88.09,63.92,30.34,5.6,55.41,Level 2
25.16,19636.58,73.44,68.87,53.49,77.29,38.26,53.03,6.38,35.83,Level 1
43.07,21657.38,73.29,76.86,43.41,85.17,66.98,36.56,4.04,47.19,Level 2
51.05,15639.01,57.01,49.92,43.83,73.15,37.68,46.91,4.38,28.47,Level 2
66.45,44808.44,100.0,100.0,100.0,85.27,98.0,14.31,3.34,67.6,Level 3
70.66,30865.98,68.17,62.63,64.24,84.23,61.2,32.2,5.18,53.58,Level 2
58.72,21940.7,67.65,72.51,72.44,79.08,61.72,31.8,4.81,50.02,Level 2
71.18,37402.26,82.61,63.53,77.84,74.01,68.71,22.43,4.41,70.73,Level 3
54.52,17573.88,69.94,50.85,45.38,65.89,29.39,49.22,4.75,39.44,Level 1
34.06,11555.76,49.23,66.94,37.91,68.0,32.73,41.77,6.3,37.98,Level 1
75.49,30988.43,82.65,74.47,62.6,73.83,62.37,30.79,4.83,57.43,Level 2
53.79,14497.29,72.23,69.39,38.51,77.47,40.61,42.0,5.53,31.9,Level 1
57.38,33045.49,81.74,95.64,92.56,82.94,88.57,6.8,3.91,77.31,Level 3
57.53,25841.45,89.74,64.53,54.52,84.65,57.2,23.74,5.25,63.6,Level 3
44.29,22150.04,78.23,57.03,86.35,67.46,54.93,23.05,4.87,63.3,Level 2
53.23,14529.68,52.77,48.29,44.68,75.83,33.92,49.19,5.72,48.25,Level 1
78.87,34289.12,93.62,81.36,80.31,85.9,72.6,7.06,3.97,84.09,Level 2
42.71,21023.91,60.15,65.91,47.07,74.61,53.82,48.42,5.48,40.9,Level 1
65.44,32592.72,87.19,100.0,80.03,93.34,60.22,17.01,4.66,81.21,Level 3
49.5,30674.18,91.23,73.23,65.64,84.46,59.87,46.55,4.77,52.59,Level 2
28.66,10622.45,66.72,48.44,44.37,63.42,39.92,38.74,5.56,41.8,Level 1
59.96,31824.0,97.78,83.39,81.97,82.46,66.17,10.69,4.31,77.91,Level 3
53.43,29514.97,89.07,76.48,72.78,86.17,55.35,35.44,4.48,76.77,Level 3
62.06,37371.16,97.44,77.38,85.38,84.78,76.94,22.94,3.93,68.18,Level 3
60.24,29048.17,68.16,66.55,74.86,92.39,58.03,21.43,5.73,62.41,Level 2
71.89,40174.83,76.93,80.01,81.43,85.32,52.93,20.45,5.03,70.15,Level 3
48.83,11531.45,65.44,54.26,51.06,73.37,31.25,59.49,5.71,39.13,Level 1
78.01,40108.24,100.0,59.83,83.61,98.78,76.63,11.15,4.79,91.81,Level 3
60.31,23476.68,72.99,73.57,57.43,79.74,58.95,24.47,5.38,53.06,Level 2
69.28,30868.28,97.29,68.35,71.73,92.13,75.22,26.75,4.17,71.74,Level 3
52.65,19196.64,78.23,72.01,62.75,73.42,49.59,42.21,5.32,52.45,Level 2
35.51,12453.6,67.96,39.14,47.27,65.14,26.53,34.03,6.21,28.31,Level 1
44.99,17838.11,56.38,42.56,47.85,72.58,14.3,67.12,6.42,28.22,Level 2
56.99,27397.51,83.54,64.99,71.51,79.71,61.41,33.71,5.32,63.75,Level 2
53.56,22238.64,61.37,78.03,57.96,71.19,48.08,43.17,4.84,59.96,Level 2
56.9,21010.4,62.44,71.35,63.56,75.7,44.79,45.96,4.53,53.76,Level 2
51.43,16564.16,64.95,54.27,52.02,67.43,22.77,45.31,4.93,36.08,Level 1
69.05,28666.18,69.97,64.96,59.17,69.31,69.7,4.73,4.65,53.59,Level 2
50.38,20443.96,68.01,66.81,60.47,73.75,17.25,36.72,4.94,26.61,Level 1
58.46,23970.33,73.55,80.93,63.89,77.88,68.07,28.22,5.12,61.08,Level 2
48.89,16742.48,87.18,60.92,49.75,68.67,61.51,42.37,5.31,27.81,Level 1
40.12,24733.2,76.43,78.47,68.19,62.48,39.28,41.37,5.4,53.66,Level 2
74.75,23850.64,88.44,70.41,65.46,84.11,63.94,28.53,5.82,60.36,Level 2
67.12,21384.35,69.09,60.04,63.56,75.23,50.7,41.49,6.53,13.11,Level 1
61.55,27366.46,73.69,68.42,78.58,86.52,46.68,26.2,5.05,68.87,Level 2
55.69,27431.81,71.35,78.15,73.32,77.39,61.31,44.0,5.31,54.1,Level 2
74.76,28695.85,83.42,61.87,81.76,79.02,59.57,21.71,4.59,61.11,Level 3
81.47,37014.8,92.33,81.09,97.66,98.83,87.26,2.78,4.29,87.11,Level 3
82.01,38577.49,75.82,65.84,71.57,79.61,68.97,25.63,5.18,59.6,Level 2
69.55,46082.65,83.46,77.03,68.27,87.06,52.56,17.77,3.81,80.83,Level 3
60.08,26057.0,56.85,68.91,79.77,85.64,37.11,45.0,5.94,35.74,Level 2
78.73,36124.24,91.59,84.97,100.0,91.41,83.73,2.0,4.48,71.73,Level 3
89.27,35367.43,84.89,100.0,100.0,87.72,83.32,13.82,4.24,74.45,Level 3
49.67,23523.28,72.1,58.93,58.05,81.21,42.0,35.45,4.34,59.77,Level 2
62.3,22580.77,81.14,73.61,62.84,86.95,42.02,30.11,6.05,53.67,Level 2
61.56,22215.2,86.24,57.52,67.96,92.77,49.69,27.65,5.7,53.75,Level 2
86.94,28448.99,81.6,80.58,84.45,92.79,66.33,22.04,4.54,51.88,Level 3
63.05,22460.12,77.18,65.47,77.47,79.72,44.64,30.19,5.12,76.29,Level 2
85.08,37618.93,96.12,87.47,95.54,92.71,87.7,19.67,3.75,90.39,Level 3
63.65,28155.28,63.2,64.81,58.48,72.13,55.66,15.35,5.72,62.91,Level 2
38.71,11936.61,63.41,58.55,55.64,65.37,10.0,49.67,5.73,37.05,Level 1
61.67,21664.94,77.22,72.66,72.31,70.76,58.64,30.09,6.12,63.32,Level 2
60.34,25737.85,79.86,80.44,71.21,87.78,48.68,36.48,5.13,42.75,Level 1
86.09,40664.99,100.0,84.57,67.2,86.85,84.13,20.16,5.53,60.56,Level 3
65.53,22619.73,68.67,65.1,67.81,76.91,31.69,38.34,5.41,40.89,Level 1
84.88,33489.2,83.8,79.06,78.88,94.55,65.28,17.09,4.24,83.74,Level 3
57.16,21539.67,58.93,69.4,46.03,82.83,48.72,34.54,5.78,36.62,Level 1
58.77,28118.03,73.0,80.58,63.39,79.48,72.1,30.03,4.17,58.27,Level 2
30.5,7180.35,56.8,51.74,51.8,59.92,18.27,49.97,6.42,10.6,Level 1
34.59,7831.36,55.53,42.16,46.01,65.82,32.9,56.61,5.73,26.87,Level 1
74.78,28062.52,75.39,87.64,82.32,74.08,53.27,21.34,4.72,64.92,Level 3
80.62,26615.1,93.49,79.65,84.22,77.27,54.46,29.86,5.62,64.44,Level 2
34.46,18345.23,51.32,42.11,51.31,68.71,28.83,53.8,6.87,27.51,Level 1
63.35,24795.17,85.39,69.26,82.94,95.91,61.02,17.17,5.6,67.29,Level 2
50.54,10210.98,49.66,52.74,54.29,57.21,35.56,44.08,5.71,37.21,Level 1
30.51,13330.68,63.32,51.88,48.1,73.09,63.9,50.26,6.06,15.89,Level 1
36.31,16670.39,69.4,56.91,48.6,62.43,45.56,62.64,6.6,39.16,Level 1
59.26,15673.58,71.94,66.63,53.45,77.77,43.82,41.96,4.52,40.26,Level 1
89.93,39545.48,89.54,100.0,85.61,99.0,78.85,11.67,4.38,74.71,Level 3
78.2,31382.14,96.0,80.97,77.48,81.63,77.96,15.92,4.34,70.07,Level 3
58.96,23239.94,71.92,67.57,64.12,80.57,46.16,43.61,5.65,38.37,Level 2
47.89,19074.69,73.37,52.53,53.65,69.53,51.5,41.78,5.08,50.33,Level 2
41.84,15814.08,63.96,62.61,56.47,66.7,32.81,33.76,6.29,43.67,Level 1
69.82,23649.22,68.21,78.47,84.93,78.35,57.26,23.86,4.47,55.13,Level 2
47.39,20683.98,70.88,58.89,57.97,69.36,47.8,49.05,4.53,37.95,Level 1
77.22,29751.56,68.6,96.02,88.48,92.53,63.33,34.0,4.83,50.96,Level 3
80.98,43967.35,100.0,89.38,91.6,96.39,50.92,6.59,3.94,85.73,Level 3
90.3,38237.67,83.91,95.67,90.95,93.4,81.98,10.84,4.31,90.91,Level 3
58.35,20945.76,77.65,60.56,68.33,80.68,49.69,42.14,4.71,63.99,Level 1
83.61,48635.26,82.73,86.7,79.22,80.79,75.55,12.07,3.43,81.78,Level 3
90.57,34893.82,96.19,89.1,73.99,92.24,76.01,19.96,4.6,82.54,Level 3
62.69,25270.51,75.14,60.84,56.84,82.9,69.43,43.65,5.39,62.72,Level 2
60.66,22531.24,71.51,77.2,63.36,79.66,71.95,27.11,5.28,55.79,Level 2
48.12,18705.86,71.02,60.83,39.1,79.68,20.34,48.6,5.79,30.02,Level 1
33.87,11984.52,52.92,47.83,35.87,65.15,23.0,64.18,6.49,16.96,Level 1
78.56,30431.81,76.73,65.54,84.56,95.86,52.4,20.1,5.56,67.48,Level 2
52.42,17798.01,65.47,51.29,57.79,72.94,52.76,44.02,5.73,40.1,Level 1
56.3,33751.94,94.91,86.34,79.16,76.28,65.35,30.27,4.4,73.12,Level 1
68.87,35225.98,89.99,93.97,79.38,87.56,79.26,11.71,3.66,98.0,Level 3
68.68,30193.68,83.05,84.18,88.32,87.15,80.04,12.71,5.37,79.72,Level 3
69.43,32298.35,94.42,86.25,69.54,86.91,83.96,13.57,3.62,69.58,Level 3
41.04,11491.09,54.36,63.76,48.61,56.72,39.37,52.66,5.68,33.57,Level 1
74.25,36126.2,99.34,100.0,82.25,93.3,71.5,7.89,4.24,72.67,Level 3
73.04,34594.94,81.96,83.44,83.94,94.63,68.17,2.0,4.81,55.63,Level 3
49.14,19433.02,60.55,49.15,63.48,77.84,41.38,48.99,5.92,39.63,Level 1
61.28,27603.51,74.44,78.64,80.48,93.43,58.72,32.63,4.63,79.94,Level 3
49.61,28043.95,77.65,71.21,75.82,87.65,63.15,21.71,4.77,54.29,Level 2
29.12,5551.18,51.07,37.95,28.16,62.38,30.45,50.93,6.95,10.0,Level 1
49.64,35294.58,63.99,60.36,61.73,76.59,52.75,48.71,5.13,49.64,Level 1
67.62,32808.98,65.62,89.04,64.56,78.79,76.29,22.9,3.74,63.69,Level 3
73.78,35142.49,81.37,75.4,77.4,91.12,68.52,15.09,4.47,98.0,Level 3
32.93,15175.75,65.08,43.64,57.97,68.8,43.2,36.56,5.81,47.27,Level 1
51.19,21965.86,65.17,52.36,51.01,73.53,88.0,52.16,3.71,46.46,Level 1
52.3,32952.25,84.16,76.07,68.64,87.06,74.83,13.87,5.5,63.05,Level 3
57.44,24275.62,89.76,73.24,63.17,80.86,50.97,30.33,5.52,53.99,Level 2
54.7,28257.49,77.51,67.93,72.79,86.41,44.3,30.69,4.27,57.68,Level 2
56.66,23813.92,72.85,69.24,47.04,82.57,55.74,25.61,7.16,55.36,Level 2
94.32,38212.44,91.64,89.82,84.28,94.82,77.88,10.97,3.9,80.35,Level 3
29.29,13570.57,52.62,44.61,41.6,69.29,41.52,67.65,6.31,18.77,Level 1
